Pressure,Temperature,Density,NG_TYPE,Methane,Ethane,Propane,2-methylpropane,Butane,2-metylbutane,Pentane,Octane,Toluene,Methylcyclopentane,Nitrogen,Carbon  Dioxide
40,290,310.16,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,290,323.59,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,290,335.13,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,290,345.25,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,290,354.26,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,290,362.4,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,300,96.69,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,300,152.61,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,300,199.68,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,300,235.06,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,300,261.63,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,300,282.37,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,300,299.19,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,300,313.29,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,300,325.4,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,300,336.0,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,300,345.43,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,300,353.93,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,310,90.65,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,310,142.13,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,310,187.14,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,310,222.43,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,310,249.64,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,310,271.12,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,310,288.63,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,310,303.32,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,310,315.95,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,310,327.0,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,310,336.82,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,310,345.66,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,320,85.54,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,320,133.25,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,320,176.09,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,320,210.89,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,320,238.4,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,320,260.43,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,320,278.5,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,320,293.71,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,320,306.8,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,320,318.26,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,320,328.44,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,320,337.59,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,330,81.12,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,330,125.64,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,330,166.35,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,330,200.38,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,330,227.93,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,330,250.31,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,330,268.83,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,330,284.48,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,330,297.97,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,330,309.79,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,330,320.3,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,330,329.74,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,340,77.26,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,340,119.03,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,340,157.74,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,340,190.84,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,340,218.21,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,340,240.78,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,340,259.62,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,340,275.63,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,340,289.46,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,340,301.6,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,340,312.41,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,340,322.12,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,350,73.85,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,350,113.24,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,350,150.09,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,350,182.19,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,350,209.21,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,350,231.82,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,350,250.88,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,350,267.16,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,350,281.29,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,350,293.71,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,350,304.77,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,350,314.73,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,360,70.79,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,360,108.12,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,360,143.26,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,360,174.33,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,360,200.9,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,360,223.43,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,360,242.6,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,360,259.09,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,360,273.44,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,360,286.11,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,360,297.4,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,360,307.57,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,370,68.04,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,370,103.54,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,370,137.13,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,370,167.18,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,370,193.23,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,370,215.58,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,370,234.77,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,370,251.39,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,370,265.93,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,370,278.79,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,370,290.28,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,370,300.65,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,380,65.54,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,380,99.41,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,380,131.58,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,380,160.66,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,380,186.14,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,380,208.24,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,380,227.39,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,380,244.08,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,380,258.75,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,380,271.76,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,380,283.42,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,380,293.95,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,390,63.25,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,390,95.68,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,390,126.55,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,390,154.68,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,390,179.59,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,390,201.38,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,390,220.42,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,390,237.13,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,390,251.88,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,390,265.02,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,390,276.81,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,390,287.49,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,400,61.15,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,400,92.27,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,400,121.96,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,400,149.19,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,400,173.51,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,400,194.97,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,400,213.86,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,400,230.53,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,400,245.33,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,400,258.55,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,400,270.45,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,400,281.25,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,410,59.22,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,410,89.15,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,410,117.75,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,410,144.13,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,410,167.87,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,410,188.97,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,410,207.67,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,410,224.27,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,410,239.07,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,410,252.35,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,410,264.34,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,410,275.23,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,420,57.42,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,420,86.27,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,420,113.88,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,420,139.45,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,420,162.62,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,420,183.35,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,420,201.83,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,420,218.33,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,420,233.11,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,420,246.41,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,420,258.46,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,420,269.42,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,430,55.75,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,430,83.61,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,430,110.29,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,430,135.11,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,430,157.72,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,430,178.08,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,430,196.33,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,430,212.7,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,430,227.42,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,430,240.73,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,430,252.81,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,430,263.83,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,440,54.19,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,440,81.14,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,440,106.97,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,440,131.08,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,440,153.15,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,440,173.12,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,440,191.13,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,440,207.35,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,440,222.0,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,440,235.28,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,440,247.38,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,440,258.44,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,450,52.73,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,450,78.84,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,450,103.88,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,450,127.31,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,450,148.86,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,450,168.47,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,450,186.21,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,450,202.27,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,450,216.83,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,450,230.07,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,450,242.16,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,450,253.25,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,250,243.19,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
20,250,284.87,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
25,250,310.67,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
30,250,329.19,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
35,250,343.65,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
40,250,355.54,5,0.85094,0.05529,0.02009,0.00401,0.00612,0.00171,0.00141,0.00152,0.0,0.00099,0.03496,0.02296
