Pressure,Temperature,Density,NG_TYPE,Methane,Ethane,Propane,2-methylpropane,Butane,2-metylbutane,Pentane,Octane,Toluene,Methylcyclopentane,Nitrogen,Carbon  Dioxide
35,370,206.31,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,370,224.41,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,370,240.03,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,370,253.66,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,370,265.7,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,370,276.45,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,370,286.14,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,380,62.72,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,380,95.29,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,380,126.2,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,380,154.03,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,380,178.31,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,380,199.27,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,380,217.35,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,380,233.07,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,380,246.84,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,380,259.04,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,380,269.96,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,380,279.81,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,390,60.5,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,390,91.66,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,390,121.31,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,390,148.24,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,390,171.98,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,390,192.68,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,390,210.69,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,390,226.44,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,390,240.31,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,390,252.65,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,390,263.7,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,390,273.7,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,400,58.47,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,400,88.35,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,400,116.85,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,400,142.92,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,400,166.12,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,400,186.51,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,400,204.4,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,400,220.14,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,400,234.08,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,400,246.51,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,400,257.68,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,400,267.8,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,410,56.6,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,410,85.33,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,410,112.77,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,410,138.02,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,410,160.67,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,410,180.74,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,410,198.47,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,410,214.16,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,410,228.12,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,410,240.61,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,410,251.88,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,410,262.09,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,420,54.87,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,420,82.54,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,420,109.01,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,420,133.49,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,420,155.61,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,420,175.34,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,420,192.87,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,420,208.49,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,420,222.44,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,420,234.97,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,420,246.29,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,420,256.59,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,430,53.26,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,430,79.97,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,430,105.54,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,430,129.3,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,430,150.88,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,430,170.26,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,430,187.59,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,430,203.1,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,430,217.01,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,430,229.56,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,430,240.93,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,430,251.29,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,440,51.76,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,440,77.58,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,440,102.33,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,440,125.4,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,440,146.47,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,440,165.5,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,440,182.6,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,440,197.98,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,440,211.83,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,440,224.37,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,440,235.77,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,440,246.18,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,450,50.35,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,450,75.36,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,450,99.34,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,450,121.77,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,450,142.34,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,450,161.02,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,450,177.89,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,450,193.12,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,450,206.9,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,450,219.4,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,450,230.81,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,450,241.25,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,250,250.81,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,250,295.91,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,250,323.83,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,250,343.81,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,250,359.35,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,250,372.1,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,250,382.94,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,250,392.39,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,250,400.78,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,250,408.35,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,250,415.25,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,260,225.91,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,260,275.29,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,260,306.39,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,260,328.52,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,260,345.6,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,260,359.51,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,260,371.25,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,260,381.43,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,260,390.42,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,260,398.5,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,260,405.84,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,270,204.16,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,270,255.72,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,270,289.43,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,270,313.5,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,270,332.03,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,270,347.04,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,270,359.66,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,270,370.55,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,270,380.14,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,270,388.72,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,270,396.49,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,280,185.81,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,280,237.62,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,280,273.21,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,280,298.94,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,280,318.78,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,280,334.82,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,280,348.27,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,280,359.85,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,280,370.01,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,280,379.07,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,280,387.26,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,290,107.63,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,290,170.54,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,290,221.24,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,290,257.93,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,290,284.99,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,290,305.96,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,290,322.93,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,290,337.15,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,290,349.36,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,290,360.06,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,290,369.59,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,290,378.18,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,300,100.2,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,300,157.81,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,300,206.65,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,300,243.73,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,300,271.74,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,300,293.64,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,300,311.44,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,300,326.35,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,300,339.15,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,300,350.35,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,300,360.31,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,300,369.28,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,310,94.03,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,310,147.12,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,310,193.78,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,310,230.65,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,310,259.25,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,310,281.89,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,310,300.38,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,310,315.9,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,310,329.23,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,310,340.9,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,310,351.27,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,310,360.6,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,320,88.78,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,320,138.05,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,320,182.44,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,320,218.72,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,320,247.56,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,320,270.74,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,320,289.79,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,320,305.84,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,320,319.64,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,320,331.73,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,320,342.47,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,320,352.13,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,330,84.24,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,330,130.26,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,330,172.44,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,330,207.87,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,330,236.69,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,330,260.2,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
